userID;title;wrongAnswers;rightAnswers;matchesDone;companyID;name
8088;Finance Day Competition;139;161;50;36;Roche
8089;Business Competition Demo;28;218;41;6;Employerland
8089;Business Competition;5;1;1;6;Employerland
8089;EY - Meet the Future - Assurance;12;12;4;81;EY
8089;Università Europea di Roma;2;4;1;109;Università Europea di Roma
8089;Bosch Talent Competition;4;2;1;3;Bosch
8090;Business Competition Demo;2;4;1;6;Employerland
8091;Finance Day Competition;29;37;11;36;Roche
8092;Business Competition Demo;0;6;1;6;Employerland
8092;Recruiting Day;57;57;19;9;Elica
8092;EY - Meet the Future;123;135;43;81;EY
8092;Università Europea di Roma;44;256;50;109;Università Europea di Roma
8093;Recruiting Day;80;220;50;9;Elica
8093;Whirlpool Competition;51;249;50;110;Whirlpool
8093;Unilever Competition;78;222;50;5;Unilever
8093;"Datalogic Competition ";93;207;50;100;Datalogic
8093;Recruiting Day;64;236;50;129;Aeroporti di Roma
8093;Bosch Talent Competition;97;203;50;3;Bosch
8093;Calzedonia Competition;4;2;1;240;Calzedonia
8093;Lidl - Special Competition;8;16;4;58;Lidl Italia
8093;Gioca ora!;6;12;3;211;PwC
8093;Ferrovie dello Stato Italiane - #melomerito Milano;86;214;50;209;Ferrovie dello Stato Italiane
8093;EY - #melomerito Milano;89;211;50;81;EY
8093;INDRA - #melomerito Milano;8;22;5;311;INDRA
8093;SNAM - #melomerito Milano;70;230;50;539;Snam
8093;#Melomerito Recruiting Day 18 Ottobre 2018 – Roma;71;229;50;209;Ferrovie dello Stato Italiane
8093;#Melomerito Recruiting Day 18 Ottobre 2018 – Roma;58;242;50;539;Snam
8093;Visionair COMPETITION;4;14;3;9;Elica
8095;Finance Day Competition;138;162;50;36;Roche
8097;EY - Meet the Future - Assurance;7;5;2;81;EY
8097;Finance Day Competition;97;77;29;36;Roche
8098;Finance Day Competition;72;228;50;36;Roche
8103;Business Competition Demo;0;6;1;6;Employerland
8106;Business Competition Demo;0;12;2;6;Employerland
8106;EY - Meet the Future - Assurance;2;4;1;81;EY
8106;Recruiting Day;1;5;1;9;Elica
8106;Finance Day Competition;8;4;2;36;Roche
8106;Unilever Competition;6;6;2;5;Unilever
8106;Leroy Merlin Competition;12;18;5;73;Leroy Merlin
8106;"Datalogic Competition ";0;6;1;100;Datalogic
8106;Recruiting Day;4;8;2;129;Aeroporti di Roma
8108;Business Competition Demo;0;6;1;6;Employerland
8108;EY - Meet the Future - Assurance;18;30;8;81;EY
8108;Recruiting Day;104;196;50;9;Elica
8108;Finance Day Competition;9;3;2;36;Roche
8108;Unilever Competition;102;198;50;5;Unilever
8108;Leroy Merlin Competition;83;217;50;73;Leroy Merlin
8108;Recruiting Day;98;202;50;129;Aeroporti di Roma
8108;Bosch Talent Competition;49;53;17;3;Bosch
8113;Recruiting Day;65;235;50;9;Elica
8117;EY - Meet the Future - Assurance;3;3;1;81;EY
8117;Recruiting Day;71;67;23;9;Elica
8117;RAI Competition;14;10;4;128;RAI
8120;Whirlpool Competition;66;108;29;110;Whirlpool
8121;Leroy Merlin Competition;38;262;50;73;Leroy Merlin
8125;Recruiting Day;4;2;1;9;Elica
8125;Finance Day Competition;3;3;1;36;Roche
8125;Whirlpool Competition;3;3;1;110;Whirlpool
8125;Unilever Competition;37;143;30;5;Unilever
8125;Leroy Merlin Competition;37;263;50;73;Leroy Merlin
8125;Microsoft Competition;10;290;50;34;Microsoft
8125;RAI Competition;30;270;50;128;RAI
8125;"Datalogic Competition ";132;168;50;100;Datalogic
8125;Recruiting Day;15;285;50;129;Aeroporti di Roma
8125;Business Competition di Tech Data;54;66;20;111;Tech Data
8126;Recruiting Day;50;40;15;9;Elica
8134;Recruiting Day;22;14;6;9;Elica
8134;Whirlpool Competition;14;10;4;110;Whirlpool
8134;Leroy Merlin Competition;88;212;50;73;Leroy Merlin
8134;Recruiting Day;36;90;21;129;Aeroporti di Roma
8135;Whirlpool Competition;105;165;45;110;Whirlpool
8139;Business Competition Demo;2;4;1;6;Employerland
8140;Business Competition Demo;1;5;1;6;Employerland
8140;Recruiting Day;79;221;50;9;Elica
8141;Whirlpool Competition;5;1;1;110;Whirlpool
8141;Leroy Merlin Competition;19;281;50;73;Leroy Merlin
8141;Microsoft Competition;19;281;50;34;Microsoft
8141;RAI Competition;10;290;50;128;RAI
8141;Recruiting Day;18;282;50;129;Aeroporti di Roma
8142;EY - Meet the Future - Assurance;42;48;15;81;EY
8142;Whirlpool Competition;6;6;2;110;Whirlpool
8142;Unilever Competition;3;3;1;5;Unilever
8142;Leroy Merlin Competition;7;5;2;73;Leroy Merlin
8142;Microsoft Competition;3;3;1;34;Microsoft
8142;RAI Competition;5;1;1;128;RAI
8142;Recruiting Day;5;13;3;129;Aeroporti di Roma
8142;Bosch Talent Competition;12;6;3;3;Bosch
8142;Meet the Future - TAX & LAW;5;7;2;81;EY
8142;Calzedonia Competition;7;35;7;240;Calzedonia
8142;Lidl - Special Competition;1;5;1;58;Lidl Italia
8142;Finance Day Competition;3;9;2;36;Roche
8142;Deloitte #melomerito;63;147;35;267;Deloitte
8142;Findus #melomerito;1;5;1;134;Findus
8142;Kpmg #melomerito;26;34;10;295;Kpmg
8142;Johnson & Johnson #melomerito;12;12;4;7;Johnson & Johnson
8142;Lidl #melomerito;26;40;11;58;Lidl Italia
8142;Lottomatica #melomerito;41;49;15;88;Lottomatica
8142;Wind Tre #melomerito;111;189;50;308;Wind Tre
8142;Salini-Impregilo #melomerito;4;2;1;28;Salini Impregilo
8142;Unilever #melomerito;52;80;22;5;Unilever
8142;Goldenpoint #melomerito;5;13;3;2;Goldenpoint
8142;Roche #melomerito;5;13;3;36;Roche
8142;STEM Competition;4;2;1;211;PwC
8145;Finance Day Competition;78;222;50;36;Roche
8146;Finance Day Competition;4;2;1;36;Roche
8151;Recruiting Day;19;23;7;9;Elica
8152;EY - Meet the Future - Assurance;132;168;50;81;EY
8152;Finance Day Competition;87;213;50;36;Roche
8152;Whirlpool Competition;35;67;17;110;Whirlpool
8152;Unilever Competition;12;42;9;5;Unilever
8152;Leroy Merlin Competition;3;3;1;73;Leroy Merlin
8152;Microsoft Competition;13;53;11;34;Microsoft
8152;RAI Competition;9;15;4;128;RAI
8152;Recruiting Day;12;18;5;129;Aeroporti di Roma
8152;Business Competition di Tech Data;12;6;3;111;Tech Data
8153;Leroy Merlin Competition;5;7;2;73;Leroy Merlin
8154;Business Competition Demo;1;5;1;6;Employerland
8156;EY - Meet the Future - Assurance;34;44;13;81;EY
8157;EY - Meet the Future - Assurance;3;3;1;81;EY
8161;Business Competition Demo;1;11;2;6;Employerland
8161;Business Competition di Tech Data;4;2;1;111;Tech Data
8163;EY - Meet the Future - Assurance;116;184;50;81;EY
8163;Recruiting Day;121;179;50;9;Elica
8163;Finance Day Competition;3;3;1;36;Roche
8163;Whirlpool Competition;88;134;37;110;Whirlpool
8163;RAI Competition;2;4;1;128;RAI
8163;Recruiting Day;106;194;50;129;Aeroporti di Roma
8163;Business Competition di Tech Data;111;81;32;111;Tech Data
8163;EY - Meet the Future - Assurance;112;188;50;81;EY
8163;EY - Meet the Future;107;193;50;81;EY
8163;Università Europea di Roma;72;144;36;109;Università Europea di Roma
8163;Bosch Talent Competition;51;51;17;3;Bosch
8164;Business Competition Demo;2;4;1;6;Employerland
8164;EY - Meet the Future - Assurance;156;144;50;81;EY
8164;Finance Day Competition;10;8;3;36;Roche
8164;Whirlpool Competition;1;5;1;110;Whirlpool
8164;Leroy Merlin Competition;3;3;1;73;Leroy Merlin
8164;Microsoft Competition;14;28;7;34;Microsoft
8166;Recruiting Day;134;166;50;9;Elica
8166;Whirlpool Competition;5;1;1;110;Whirlpool
8166;Unilever Competition;4;2;1;5;Unilever
8167;Business Competition Demo;2;10;2;6;Employerland
8167;EY - Meet the Future - Assurance;17;13;5;81;EY
8167;Recruiting Day;6;12;3;9;Elica
8167;Finance Day Competition;10;8;3;36;Roche
8167;Whirlpool Competition;115;185;50;110;Whirlpool
8167;Unilever Competition;72;150;37;5;Unilever
8167;Leroy Merlin Competition;78;222;50;73;Leroy Merlin
8167;Microsoft Competition;13;29;7;34;Microsoft
8167;RAI Competition;76;224;50;128;RAI
8167;"Datalogic Competition ";4;2;1;100;Datalogic
8167;Recruiting Day;82;218;50;129;Aeroporti di Roma
8167;Bosch Talent Competition;19;17;6;3;Bosch
8170;Business Competition Demo;2;4;1;6;Employerland
8170;Recruiting Day;4;2;1;9;Elica
8170;Recruiting Day;40;44;14;129;Aeroporti di Roma
8171;Recruiting Day;75;81;26;9;Elica
8171;Whirlpool Competition;9;9;3;110;Whirlpool
8172;EY - Meet the Future - Assurance;4;2;1;81;EY
8172;Microsoft Competition;6;12;3;34;Microsoft
8172;RAI Competition;37;71;18;128;RAI
8173;EY - Meet the Future - Assurance;101;103;34;81;EY
8173;Recruiting Day;116;184;50;9;Elica
8173;Finance Day Competition;29;13;7;36;Roche
8173;Whirlpool Competition;6;6;2;110;Whirlpool
8173;Microsoft Competition;116;148;44;34;Microsoft
8173;"Datalogic Competition ";128;172;50;100;Datalogic
8173;Business Competition di Tech Data;13;5;3;111;Tech Data
8173;EY - Meet the Future;16;8;4;81;EY
8174;RAI Competition;4;2;1;128;RAI
8174;"Datalogic Competition ";4;2;1;100;Datalogic
8175;Whirlpool Competition;69;231;50;110;Whirlpool
8175;Finance Day Competition;10;2;2;36;Roche
8177;Business Competition Demo;6;6;2;6;Employerland
8177;Recruiting Day;98;16;19;9;Elica
8177;Whirlpool Competition;6;0;1;110;Whirlpool
8180;EY - Meet the Future - Assurance;104;196;50;81;EY
8180;Recruiting Day;4;2;1;9;Elica
8180;Finance Day Competition;85;215;50;36;Roche
8180;Unilever Competition;2;4;1;5;Unilever
8180;Microsoft Competition;2;4;1;34;Microsoft
8180;Business Competition di Tech Data;5;7;2;111;Tech Data
8181;Recruiting Day;34;14;8;9;Elica
8181;Whirlpool Competition;12;6;3;110;Whirlpool
8181;Unilever Competition;12;12;4;5;Unilever
8181;Leroy Merlin Competition;8;4;2;73;Leroy Merlin
8181;RAI Competition;3;3;1;128;RAI
8181;Recruiting Day;19;11;5;129;Aeroporti di Roma
8185;EY - Meet the Future - Assurance;138;162;50;81;EY
8185;Business Competition di Tech Data;7;5;2;111;Tech Data
8192;Finance Day Competition;119;181;50;36;Roche
8194;Business Competition Demo;1;5;1;6;Employerland
8194;EY - Meet the Future - Assurance;36;54;15;81;EY
8194;Recruiting Day;119;181;50;9;Elica
8194;Finance Day Competition;4;2;1;36;Roche
8194;Whirlpool Competition;13;11;4;110;Whirlpool
8194;Unilever Competition;77;133;35;5;Unilever
8194;Leroy Merlin Competition;24;72;16;73;Leroy Merlin
8194;Microsoft Competition;4;2;1;34;Microsoft
8194;RAI Competition;7;11;3;128;RAI
8194;Recruiting Day;87;213;50;129;Aeroporti di Roma
8194;Business Competition di Tech Data;36;24;10;111;Tech Data
8204;Business Competition Demo;4;14;3;6;Employerland
8204;Whirlpool Competition;72;228;50;110;Whirlpool
8204;Unilever Competition;15;15;5;5;Unilever
8204;Business Competition di Tech Data;9;3;2;111;Tech Data
8206;Whirlpool Competition;3;3;1;110;Whirlpool
8211;Business Competition Demo;2;4;1;6;Employerland
8213;Business Competition Demo;0;12;2;6;Employerland
8213;EY - Meet the Future - Assurance;88;212;50;81;EY
8213;Recruiting Day;74;226;50;9;Elica
8213;Finance Day Competition;97;203;50;36;Roche
8213;Whirlpool Competition;46;254;50;110;Whirlpool
8213;Unilever Competition;59;241;50;5;Unilever
8213;Leroy Merlin Competition;85;215;50;73;Leroy Merlin
8213;Microsoft Competition;30;270;50;34;Microsoft
8213;RAI Competition;45;255;50;128;RAI
8213;"Datalogic Competition ";88;212;50;100;Datalogic
8213;Recruiting Day;37;263;50;129;Aeroporti di Roma
8213;Business Competition di Tech Data;103;197;50;111;Tech Data
8213;EY - Meet the Future - Assurance;72;120;32;81;EY
8213;EY - Meet the Future;74;226;50;81;EY
8213;Università Europea di Roma;2;4;1;109;Università Europea di Roma
8213;Bosch Talent Competition;18;18;6;3;Bosch
8213;Meet the Future – Graduate Program Transaction Advisory Services;43;65;18;81;EY
8213;Meet the Future - TAX & LAW;18;30;8;81;EY
8213;Calzedonia Competition;15;45;10;240;Calzedonia
8214;EY - Meet the Future - Assurance;58;98;26;81;EY
8214;Recruiting Day;35;31;11;9;Elica
8214;Whirlpool Competition;5;7;2;110;Whirlpool
8215;EY - Meet the Future - Assurance;63;57;20;81;EY
8215;Whirlpool Competition;9;3;2;110;Whirlpool
8215;Unilever Competition;3;3;1;5;Unilever
8215;RAI Competition;5;7;2;128;RAI
8215;Recruiting Day;2;4;1;129;Aeroporti di Roma
8221;Business Competition Demo;1;5;1;6;Employerland
8221;EY - Meet the Future;6;6;2;81;EY
8223;Business Competition Demo;2;4;1;6;Employerland
8224;Business Competition Demo;4;32;6;6;Employerland
8224;EY - Meet the Future - Assurance;147;153;50;81;EY
8224;Leroy Merlin Competition;12;6;3;73;Leroy Merlin
8224;Business Competition di Tech Data;4;2;1;111;Tech Data
8224;EY - Meet the Future - Assurance;2;4;1;81;EY
8224;Università Europea di Roma;6;0;1;109;Università Europea di Roma
8227;EY - Meet the Future - Assurance;139;161;50;81;EY
8227;Unilever Competition;91;209;50;5;Unilever
8227;Leroy Merlin Competition;3;3;1;73;Leroy Merlin
8227;Microsoft Competition;15;45;10;34;Microsoft
8227;RAI Competition;19;65;14;128;RAI
8232;Business Competition Demo;1;5;1;6;Employerland
8232;EY - Meet the Future - Assurance;6;0;1;81;EY
8232;Finance Day Competition;5;1;1;36;Roche
8232;Whirlpool Competition;2;4;1;110;Whirlpool
8234;Business Competition Demo;0;12;2;6;Employerland
8234;Whirlpool Competition;63;159;37;110;Whirlpool
8235;EY - Meet the Future - Assurance;122;178;50;81;EY
8235;Finance Day Competition;18;48;11;36;Roche
8235;"Datalogic Competition ";6;0;1;100;Datalogic
8235;Whirlpool Competition;11;19;5;110;Whirlpool
8235;Finance Day Competition;102;198;50;36;Roche
8235;Meet the Future – Graduate Program Transaction Advisory Services;45;63;18;81;EY
8235;BMS #melomerito;49;71;20;306;Bristol-Myers Squibb
8235;Salini-Impregilo #melomerito;5;1;1;28;Salini Impregilo
8236;Business Competition di Tech Data;3;3;1;111;Tech Data
8237;EY - Meet the Future - Assurance;26;16;7;81;EY
8237;Whirlpool Competition;10;8;3;110;Whirlpool
8237;EY - Meet the Future - Assurance;17;13;5;81;EY
8240;Recruiting Day;70;200;45;129;Aeroporti di Roma
8241;EY - Meet the Future - Assurance;164;136;50;81;EY
8241;Finance Day Competition;178;122;50;36;Roche
8241;Whirlpool Competition;26;40;11;110;Whirlpool
8241;Unilever Competition;78;222;50;5;Unilever
8241;Leroy Merlin Competition;58;242;50;73;Leroy Merlin
8241;RAI Competition;49;251;50;128;RAI
8241;"Datalogic Competition ";135;165;50;100;Datalogic
8241;Recruiting Day;57;243;50;129;Aeroporti di Roma
8241;Business Competition di Tech Data;169;131;50;111;Tech Data
8241;Bosch Talent Competition;45;39;14;3;Bosch
8250;Business Competition Demo;3;3;1;6;Employerland
8252;Recruiting Day;3;87;15;129;Aeroporti di Roma
8254;Business Competition Demo;3;3;1;6;Employerland
8257;Whirlpool Competition;73;227;50;110;Whirlpool
8258;Whirlpool Competition;59;241;50;110;Whirlpool
8258;Finance Day Competition;20;10;5;36;Roche
8260;Whirlpool Competition;32;154;31;110;Whirlpool
8262;Whirlpool Competition;22;32;9;110;Whirlpool
8262;Leroy Merlin Competition;13;23;6;73;Leroy Merlin
8267;EY - Meet the Future - Assurance;43;41;14;81;EY
8267;Finance Day Competition;4;2;1;36;Roche
8267;Whirlpool Competition;32;70;17;110;Whirlpool
8268;Whirlpool Competition;5;7;2;110;Whirlpool
8269;Whirlpool Competition;35;265;50;110;Whirlpool
8272;EY - Meet the Future - Assurance;99;201;50;81;EY
8272;Microsoft Competition;3;3;1;34;Microsoft
8273;EY - Meet the Future - Assurance;115;161;46;81;EY
8273;Whirlpool Competition;7;5;2;110;Whirlpool
8285;Business Competition Demo;0;6;1;6;Employerland
8285;EY - Meet the Future - Assurance;2;4;1;81;EY
8285;Whirlpool Competition;4;2;1;110;Whirlpool
8285;Unilever Competition;5;1;1;5;Unilever
8285;Leroy Merlin Competition;5;7;2;73;Leroy Merlin
8285;RAI Competition;2;4;1;128;RAI
8285;Recruiting Day;0;6;1;129;Aeroporti di Roma
8287;EY - Meet the Future - Assurance;80;106;31;81;EY
8290;Recruiting Day;22;56;13;129;Aeroporti di Roma
8293;EY - Meet the Future - Assurance;128;172;50;81;EY
8293;Finance Day Competition;3;3;1;36;Roche
8296;Business Competition Demo;1;5;1;6;Employerland
8297;EY - Meet the Future - Assurance;110;190;50;81;EY
8297;Whirlpool Competition;13;23;6;110;Whirlpool
8297;Unilever Competition;3;3;1;5;Unilever
8297;Microsoft Competition;8;16;4;34;Microsoft
8297;Recruiting Day;5;19;4;129;Aeroporti di Roma
8297;Business Competition di Tech Data;17;13;5;111;Tech Data
8298;EY - Meet the Future;6;0;1;81;EY
8300;EY - Meet the Future - Assurance;107;121;38;81;EY
8302;Business Competition Demo;3;3;1;6;Employerland
8302;Finance Day Competition;129;171;50;36;Roche
8302;Whirlpool Competition;88;212;50;110;Whirlpool
8302;Microsoft Competition;10;26;6;34;Microsoft
8302;Recruiting Day;96;204;50;129;Aeroporti di Roma
8302;Business Competition di Tech Data;4;2;1;111;Tech Data
8304;Business Competition Demo;1;5;1;6;Employerland
8304;EY - Meet the Future - Assurance;19;17;6;81;EY
8304;Whirlpool Competition;16;20;6;110;Whirlpool
8304;Leroy Merlin Competition;38;64;17;73;Leroy Merlin
8304;Business Competition di Tech Data;4;2;1;111;Tech Data
8305;Business Competition Demo;2;4;1;6;Employerland
8306;Business Competition Demo;2;4;1;6;Employerland
8306;EY - Meet the Future - Assurance;15;21;6;81;EY
8306;Unilever Competition;13;23;6;5;Unilever
8314;Business Competition Demo;2;4;1;6;Employerland
8314;EY - Meet the Future - Assurance;141;117;43;81;EY
8316;Whirlpool Competition;2;4;1;110;Whirlpool
8317;Business Competition Demo;5;25;5;6;Employerland
8317;EY - Meet the Future - Assurance;3;9;2;81;EY
8318;Business Competition Demo;2;4;1;6;Employerland
8323;Whirlpool Competition;6;0;1;110;Whirlpool
8324;EY - Meet the Future - Assurance;131;169;50;81;EY
8324;Finance Day Competition;24;12;6;36;Roche
8324;Whirlpool Competition;88;212;50;110;Whirlpool
8324;Unilever Competition;106;194;50;5;Unilever
8324;Microsoft Competition;9;15;4;34;Microsoft
8324;Business Competition di Tech Data;120;180;50;111;Tech Data
8324;EY - Meet the Future;117;183;50;81;EY
8328;Recruiting Day;6;12;3;129;Aeroporti di Roma
8328;EY - Meet the Future - Assurance;5;7;2;81;EY
8328;Bosch Talent Competition;11;1;2;3;Bosch
8328;Finance Day Competition;12;18;5;36;Roche
8328;SAP Competition;42;30;12;142;Accenture
8330;EY - Meet the Future - Assurance;7;5;2;81;EY
8332;EY - Meet the Future - Assurance;44;34;13;81;EY
8332;Whirlpool Competition;21;21;7;110;Whirlpool
8334;EY - Meet the Future - Assurance;3;3;1;81;EY
8334;Whirlpool Competition;3;3;1;110;Whirlpool
8336;EY - Meet the Future - Assurance;23;19;7;81;EY
8336;Finance Day Competition;5;1;1;36;Roche
8336;Unilever Competition;49;59;18;5;Unilever
8337;Business Competition Demo;1;5;1;6;Employerland
8337;RAI Competition;4;2;1;128;RAI
8339;Business Competition Demo;0;6;1;6;Employerland
8340;EY - Meet the Future - Assurance;44;52;16;81;EY
8340;RAI Competition;50;118;28;128;RAI
8344;EY - Meet the Future - Assurance;111;189;50;81;EY
8344;Finance Day Competition;24;18;7;36;Roche
8344;Whirlpool Competition;9;9;3;110;Whirlpool
8344;Unilever Competition;11;37;8;5;Unilever
8344;Leroy Merlin Competition;69;231;50;73;Leroy Merlin
8344;RAI Competition;40;122;27;128;RAI
8344;Calzedonia Competition;7;17;4;240;Calzedonia
8347;Leroy Merlin Competition;75;183;43;73;Leroy Merlin
8350;Recruiting Day;3;3;1;129;Aeroporti di Roma
8350;Business Competition di Tech Data;3;3;1;111;Tech Data
8353;Business Competition Demo;0;6;1;6;Employerland
8354;Unilever Competition;85;215;50;5;Unilever
8354;Leroy Merlin Competition;8;10;3;73;Leroy Merlin
8354;Microsoft Competition;34;266;50;34;Microsoft
8354;Bosch Talent Competition;53;49;17;3;Bosch
8362;Business Competition Demo;12;66;13;6;Employerland
8362;EY - Meet the Future - Assurance;95;85;30;81;EY
8362;Unilever Competition;3;9;2;5;Unilever
8364;Business Competition Demo;2;4;1;6;Employerland
8365;EY - Meet the Future - Assurance;10;2;2;81;EY
8365;Whirlpool Competition;75;129;34;110;Whirlpool
8368;EY - Meet the Future - Assurance;17;7;4;81;EY
8368;Finance Day Competition;56;34;15;36;Roche
8368;Whirlpool Competition;102;198;50;110;Whirlpool
8368;Unilever Competition;78;222;50;5;Unilever
8368;Leroy Merlin Competition;60;240;50;73;Leroy Merlin
8368;Microsoft Competition;32;268;50;34;Microsoft
8368;RAI Competition;70;230;50;128;RAI
8368;Business Competition di Tech Data;11;7;3;111;Tech Data
8371;EY - Meet the Future - Assurance;122;178;50;81;EY
8371;EY - Meet the Future;106;194;50;81;EY
8373;Finance Day Competition;65;85;25;36;Roche
8374;Finance Day Competition;103;197;50;36;Roche
8376;Whirlpool Competition;6;6;2;110;Whirlpool
8376;Microsoft Competition;8;40;8;34;Microsoft
8379;EY - Meet the Future - Assurance;104;148;42;81;EY
8379;Whirlpool Competition;4;2;1;110;Whirlpool
8379;RAI Competition;6;12;3;128;RAI
8379;Business Competition di Tech Data;3;3;1;111;Tech Data
8380;RAI Competition;10;8;3;128;RAI
8381;Business Competition Demo;3;15;3;6;Employerland
8381;Finance Day Competition;14;10;4;36;Roche
8381;Whirlpool Competition;3;3;1;110;Whirlpool
8381;Leroy Merlin Competition;93;207;50;73;Leroy Merlin
8381;Microsoft Competition;9;9;3;34;Microsoft
8381;Business Competition di Tech Data;37;29;11;111;Tech Data
8381;Bosch Talent Competition;4;2;1;3;Bosch
8383;Finance Day Competition;6;0;1;36;Roche
8383;Whirlpool Competition;10;2;2;110;Whirlpool
8383;Business Competition di Tech Data;4;2;1;111;Tech Data
8385;Business Competition Demo;15;129;24;6;Employerland
8385;Fast Competition;5;7;2;6;Employerland
8386;Whirlpool Competition;90;210;50;110;Whirlpool
8386;Microsoft Competition;7;41;8;34;Microsoft
8386;RAI Competition;90;204;49;128;RAI
8390;Business Competition Demo;4;50;9;6;Employerland
8390;Finance Day Competition;5;1;1;36;Roche
8390;Whirlpool Competition;13;5;3;110;Whirlpool
8390;Leroy Merlin Competition;22;32;9;73;Leroy Merlin
8390;Business Competition di Tech Data;27;15;7;111;Tech Data
8394;EY - Meet the Future - Assurance;12;6;3;81;EY
8394;Finance Day Competition;4;2;1;36;Roche
8394;Whirlpool Competition;5;1;1;110;Whirlpool
8394;Whirlpool Competition;5;1;1;110;Whirlpool
8394;Finance Day Competition;5;1;1;36;Roche
8398;EY - Meet the Future - Assurance;11;7;3;81;EY
8404;Recruiting Day;19;29;8;129;Aeroporti di Roma
8404;EY - Meet the Future - Assurance;5;13;3;81;EY
8404;EY - Meet the Future;16;14;5;81;EY
8404;Università Europea di Roma;3;3;1;109;Università Europea di Roma
8406;Finance Day Competition;4;2;1;36;Roche
8406;RAI Competition;4;2;1;128;RAI
8406;Business Competition di Tech Data;3;3;1;111;Tech Data
8408;Microsoft Competition;47;253;50;34;Microsoft
8408;RAI Competition;63;237;50;128;RAI
8409;EY - Meet the Future - Assurance;116;184;50;81;EY
8409;Finance Day Competition;117;183;50;36;Roche
8409;Whirlpool Competition;74;226;50;110;Whirlpool
8409;Microsoft Competition;20;52;12;34;Microsoft
8409;Business Competition di Tech Data;62;76;23;111;Tech Data
8410;EY - Meet the Future - Assurance;18;36;9;81;EY
8410;Finance Day Competition;5;1;1;36;Roche
8412;Whirlpool Competition;5;1;1;110;Whirlpool
8412;Leroy Merlin Competition;3;3;1;73;Leroy Merlin
8412;RAI Competition;3;9;2;128;RAI
8412;Recruiting Day;4;2;1;129;Aeroporti di Roma
8413;EY - Meet the Future - Assurance;143;157;50;81;EY
8413;Unilever Competition;35;25;10;5;Unilever
8414;Business Competition Demo;7;17;4;6;Employerland
8417;Business Competition Demo;1;5;1;6;Employerland
8417;EY - Meet the Future - Assurance;95;205;50;81;EY
8417;Finance Day Competition;21;15;6;36;Roche
8417;Whirlpool Competition;56;130;31;110;Whirlpool
8417;Unilever Competition;3;9;2;5;Unilever
8417;Leroy Merlin Competition;35;79;19;73;Leroy Merlin
8417;Microsoft Competition;39;105;24;34;Microsoft
8417;"Datalogic Competition ";4;2;1;100;Datalogic
8417;Recruiting Day;31;83;19;129;Aeroporti di Roma
8417;Business Competition di Tech Data;154;146;50;111;Tech Data
8417;Bosch Talent Competition;21;15;6;3;Bosch
8417;SAP Competition;60;66;21;142;Accenture
8417;Wind Tre #melomerito;120;180;50;308;Wind Tre
8417;Wind Tre - #melomerito Milano;88;134;37;308;Wind Tre
8420;EY - Meet the Future - Assurance;117;183;50;81;EY
8420;Whirlpool Competition;2;4;1;110;Whirlpool
8421;Business Competition Demo;0;6;1;6;Employerland
8421;EY - Meet the Future - Assurance;4;2;1;81;EY
8421;Finance Day Competition;5;1;1;36;Roche
8421;Whirlpool Competition;2;4;1;110;Whirlpool
8421;Unilever Competition;5;13;3;5;Unilever
8421;Leroy Merlin Competition;2;4;1;73;Leroy Merlin
8421;Microsoft Competition;3;3;1;34;Microsoft
8421;RAI Competition;4;8;2;128;RAI
8421;"Datalogic Competition ";10;2;2;100;Datalogic
8421;Recruiting Day;2;4;1;129;Aeroporti di Roma
8421;Business Competition di Tech Data;10;2;2;111;Tech Data
8422;Business Competition Demo;2;4;1;6;Employerland
8423;EY - Meet the Future - Assurance;18;18;6;81;EY
8423;Microsoft Competition;61;119;30;34;Microsoft
8423;RAI Competition;4;2;1;128;RAI
8424;Microsoft Competition;32;88;20;34;Microsoft
8428;Business Competition Demo;7;131;23;6;Employerland
8428;EY - Meet the Future - Assurance;12;12;4;81;EY
8428;EY - Meet the Future;6;6;2;81;EY
8430;EY - Meet the Future - Assurance;115;119;39;81;EY
8430;Leroy Merlin Competition;2;4;1;73;Leroy Merlin
8430;RAI Competition;2;4;1;128;RAI
8431;EY - Meet the Future - Assurance;34;26;10;81;EY
8431;Finance Day Competition;5;1;1;36;Roche
8431;Whirlpool Competition;71;169;40;110;Whirlpool
8431;Unilever Competition;19;23;7;5;Unilever
8431;RAI Competition;3;3;1;128;RAI
8431;Recruiting Day;3;9;2;129;Aeroporti di Roma
8431;Business Competition di Tech Data;4;2;1;111;Tech Data
8432;Business Competition Demo;1;5;1;6;Employerland
8433;EY - Meet the Future - Assurance;10;2;2;81;EY
8433;Finance Day Competition;6;0;1;36;Roche
8433;Whirlpool Competition;55;77;22;110;Whirlpool
8433;RAI Competition;1;5;1;128;RAI
8433;Recruiting Day;46;80;21;129;Aeroporti di Roma
8433;Business Competition di Tech Data;147;153;50;111;Tech Data
8434;EY - Meet the Future - Assurance;40;26;11;81;EY
8434;RAI Competition;62;70;22;128;RAI
8434;Business Competition di Tech Data;30;18;8;111;Tech Data
8435;Business Competition Demo;2;4;1;6;Employerland
8436;Business Competition Demo;1;5;1;6;Employerland
8436;Finance Day Competition;4;2;1;36;Roche
8436;RAI Competition;4;8;2;128;RAI
8436;Recruiting Day;2;4;1;129;Aeroporti di Roma
8437;Business Competition Demo;0;6;1;6;Employerland
8439;Business Competition Demo;0;6;1;6;Employerland
8439;EY - Meet the Future - Assurance;49;23;12;81;EY
8439;Finance Day Competition;5;1;1;36;Roche
